,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Happiness score,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
927,,,,,,,,,,,-0.157735437,,2020,,,,,,,,,,,,,,,0.817980587,56.72728348,0.599920273,0.800287724,Yemen,Middle East and North Africa,3.527400017,0.054158084,3.633549929,3.421250105,7.759682655,1.972316742,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,,,,,,
928,,,,,,,,,,,-0.250394493,,2020,,,,,,,,,,,,,,,0.779121757,58.92445374,0.821328104,0.777930915,Botswana,Sub-Saharan Africa,3.478899956,0.060542691,3.597563744,3.360236168,9.711203575,1.972316742,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,,,,,,
929,,,,,,,,,,,0.109668687,,2020,,,,,,,,,,,,,,,0.688933194,57.49607468,0.82153976,0.619799435,Tanzania,Sub-Saharan Africa,3.476200104,0.06320975,3.600091219,3.352308989,7.967665195,1.972316742,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,,,,,,
930,,,,,,,,,,,0.082410358,,2020,,,,,,,,,,,,,,,0.319459856,45.20000076,0.640880644,0.891806662,Central African Republic,Sub-Saharan Africa,3.475899935,0.115182951,3.701658487,3.250141382,6.625160217,1.972316742,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264718,2.860197544,,,,,,
931,,,,,,,,,,,0.055483952,,2020,,,,,,,,,,,,,,,0.54083544,61.09884644,0.900589406,0.183541179,Rwanda,Sub-Saharan Africa,3.312299967,0.052425209,3.415053368,3.209546566,7.600104332,1.972316742,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,,,,,,
932,,,,,,,,,,,-0.072063953,,2020,,,,,,,,,,,,,,,0.763092756,55.61725998,0.711457908,0.81023699,Zimbabwe,Sub-Saharan Africa,3.299200058,0.058674462,3.414201975,3.184198141,7.865711689,1.972316742,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,,,,,,
933,,,,,,,,,,,0.016518548,,2020,,,,,,,,,,,,,,,0.553707123,51.0,0.451313615,0.763417304,South Sudan,Sub-Saharan Africa,2.816600084,0.107610404,3.027516365,2.605683804,7.425359726,1.972316742,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,,,,,,
934,,,,,,,,,,,-0.0964294,,2020,,,,,,,,,,,,,,,0.470366955,52.59000015,0.396573007,0.933686554,Afghanistan,South Asia,2.566900015,0.031311426,2.628270388,2.505529642,7.462860584,1.972316742,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,,,,,,
935,,,,,,,,,,,-0.098,,2021,,,,,,,,,,,,,,,0.954,72.0,0.949,0.186,Finland,Western Europe,7.842,0.032,7.904,7.78,10.775,2.43,1.446,1.106,0.741,0.691,0.124,0.481,3.253,,,,,,
936,,,,,,,,,,,0.03,,2021,,,,,,,,,,,,,,,0.954,72.7,0.946,0.179,Denmark,Western Europe,7.62,0.035,7.687,7.552,10.933,2.43,1.502,1.108,0.763,0.686,0.208,0.485,2.868,,,,,,
937,,,,,,,,,,,0.025,,2021,,,,,,,,,,,,,,,0.942,74.4,0.919,0.292,Switzerland,Western Europe,7.571,0.036,7.643,7.5,11.117,2.43,1.566,1.079,0.816,0.653,0.204,0.413,2.839,,,,,,
938,,,,,,,,,,,0.16,,2021,,,,,,,,,,,,,,,0.983,73.0,0.955,0.673,Iceland,Western Europe,7.554,0.059,7.67,7.438,10.878,2.43,1.482,1.172,0.772,0.698,0.293,0.17,2.967,,,,,,
939,,,,,,,,,,,0.175,,2021,,,,,,,,,,,,,,,0.942,72.4,0.913,0.338,Netherlands,Western Europe,7.464,0.027,7.518,7.41,10.932,2.43,1.501,1.079,0.753,0.647,0.302,0.384,2.798,,,,,,
940,,,,,,,,,,,0.093,,2021,,,,,,,,,,,,,,,0.954,73.3,0.96,0.27,Norway,Western Europe,7.392,0.035,7.462,7.323,11.053,2.43,1.543,1.108,0.782,0.703,0.249,0.427,2.58,,,,,,
941,,,,,,,,,,,0.086,,2021,,,,,,,,,,,,,,,0.934,72.7,0.945,0.237,Sweden,Western Europe,7.363,0.036,7.433,7.293,10.867,2.43,1.478,1.062,0.763,0.685,0.244,0.448,2.683,,,,,,
942,,,,,,,,,,,-0.034,,2021,,,,,,,,,,,,,,,0.908,72.6,0.907,0.386,Luxembourg,Western Europe,7.324,0.037,7.396,7.252,11.647,2.43,1.751,1.003,0.76,0.639,0.166,0.353,2.653,,,,,,
943,,,,,,,,,,,0.134,,2021,,,,,,,,,,,,,,,0.948,73.4,0.929,0.242,New Zealand,North America and ANZ,7.277,0.04,7.355,7.198,10.643,2.43,1.4,1.094,0.785,0.665,0.276,0.445,2.612,,,,,,
944,,,,,,,,,,,0.042,,2021,,,,,,,,,,,,,,,0.934,73.3,0.908,0.481,Austria,Western Europe,7.268,0.036,7.337,7.198,10.906,2.43,1.492,1.062,0.782,0.64,0.215,0.292,2.784,,,,,,
945,,,,,,,,,,,0.159,,2021,,,,,,,,,,,,,,,0.94,73.9,0.914,0.442,Australia,North America and ANZ,7.183,0.041,7.265,7.102,10.796,2.43,1.453,1.076,0.801,0.647,0.291,0.317,2.598,,,,,,
946,,,,,,,,,,,0.031,,2021,,,,,,,,,,,,,,,0.939,73.503,0.8,0.753,Israel,Middle East and North Africa,7.157,0.034,7.224,7.09,10.575,2.43,1.376,1.074,0.788,0.509,0.208,0.119,3.083,,,,,,
947,,,,,,,,,,,0.011,,2021,,,,,,,,,,,,,,,0.903,72.5,0.875,0.46,Germany,Western Europe,7.155,0.04,7.232,7.077,10.873,2.43,1.48,0.993,0.757,0.6,0.195,0.306,2.824,,,,,,
948,,,,,,,,,,,0.089,,2021,,,,,,,,,,,,,,,0.926,73.8,0.915,0.415,Canada,North America and ANZ,7.103,0.042,7.185,7.021,10.776,2.43,1.447,1.044,0.798,0.648,0.246,0.335,2.585,,,,,,
949,,,,,,,,,,,0.077,,2021,,,,,,,,,,,,,,,0.947,72.4,0.879,0.363,Ireland,Western Europe,7.085,0.04,7.164,7.006,11.342,2.43,1.644,1.092,0.753,0.606,0.238,0.367,2.384,,,,,,
950,,,,,,,,,,,-0.126,,2021,,,,,,,,,,,,,,,0.891,71.4,0.934,0.809,Costa Rica,Latin America and Caribbean,7.069,0.056,7.179,6.96,9.88,2.43,1.134,0.966,0.722,0.673,0.105,0.083,3.387,,,,,,
951,,,,,,,,,,,0.233,,2021,,,,,,,,,,,,,,,0.934,72.5,0.859,0.459,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,,,,,,
952,,,,,,,,,,,-0.208,,2021,,,,,,,,,,,,,,,0.947,70.807,0.858,0.868,Czech Republic,Central and Eastern Europe,6.965,0.049,7.062,6.868,10.556,2.43,1.37,1.09,0.703,0.58,0.052,0.046,3.124,,,,,,
953,,,,,,,,,,,0.098,,2021,,,,,,,,,,,,,,,0.92,68.2,0.837,0.698,United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,,,,,,
954,,,,,,,,,,,-0.153,,2021,,,,,,,,,,,,,,,0.906,72.199,0.783,0.646,Belgium,Western Europe,6.834,0.034,6.901,6.767,10.823,2.43,1.463,0.998,0.747,0.489,0.088,0.187,2.862,,,,,,
955,,,,,,,,,,,-0.147,,2021,,,,,,,,,,,,,,,0.942,74.0,0.822,0.571,France,Western Europe,6.69,0.037,6.762,6.618,10.704,2.43,1.421,1.081,0.804,0.536,0.092,0.235,2.521,,,,,,
956,,,,,,,,,,,0.089,,2021,,,,,,,,,,,,,,,0.862,69.495,0.925,0.722,Bahrain,Middle East and North Africa,6.647,0.068,6.779,6.514,10.669,2.43,1.409,0.899,0.662,0.661,0.246,0.139,2.631,,,,,,
957,,,,,,,,,,,0.133,,2021,,,,,,,,,,,,,,,0.931,72.2,0.927,0.653,Malta,Western Europe,6.602,0.044,6.688,6.516,10.674,2.43,1.411,1.055,0.747,0.664,0.275,0.183,2.268,,,,,,
958,,,,,,,,,,,-0.07,,2021,,,,,,,,,,,,,,,0.898,69.6,0.784,0.721,Taiwan Province of China,East Asia,6.584,0.038,6.659,6.51,10.871,2.43,1.48,0.982,0.665,0.49,0.142,0.139,2.687,,,,,,
959,,,,,,,,,,,0.074,,2021,,,,,,,,,,,,,,,0.844,67.333,0.932,0.589,United Arab Emirates,Middle East and North Africa,6.561,0.039,6.637,6.484,11.085,2.43,1.555,0.86,0.594,0.67,0.236,0.223,2.422,,,,,,
960,,,,,,,,,,,-0.149,,2021,,,,,,,,,,,,,,,0.891,66.603,0.877,0.684,Saudi Arabia,Middle East and North Africa,6.494,0.056,6.604,6.384,10.743,2.43,1.435,0.964,0.571,0.603,0.09,0.163,2.668,,,,,,
961,,,,,,,,,,,-0.081,,2021,,,,,,,,,,,,,,,0.932,74.7,0.761,0.745,Spain,Western Europe,6.491,0.042,6.574,6.408,10.571,2.43,1.375,1.057,0.826,0.462,0.135,0.124,2.513,,,,,,
962,,,,,,,,,,,-0.084,,2021,,,,,,,,,,,,,,,0.88,73.8,0.693,0.866,Italy,Western Europe,6.483,0.045,6.572,6.395,10.623,2.43,1.393,0.94,0.798,0.379,0.133,0.047,2.794,,,,,,
963,,,,,,,,,,,-0.101,,2021,,,,,,,,,,,,,,,0.948,71.4,0.949,0.806,Slovenia,Central and Eastern Europe,6.461,0.043,6.546,6.376,10.529,2.43,1.36,1.093,0.722,0.69,0.122,0.085,2.388,,,,,,
964,,,,,,,,,,,-0.038,,2021,,,,,,,,,,,,,,,0.813,64.958,0.906,0.775,Guatemala,Latin America and Caribbean,6.435,0.073,6.577,6.292,9.053,2.43,0.845,0.79,0.519,0.638,0.163,0.105,3.375,,,,,,
965,,,,,,,,,,,-0.092,,2021,,,,,,,,,,,,,,,0.925,69.1,0.896,0.59,Uruguay,Latin America and Caribbean,6.431,0.046,6.521,6.341,9.966,2.43,1.164,1.042,0.649,0.625,0.128,0.223,2.6,,,,,,
966,,,,,,,,,,,-0.018,,2021,,,,,,,,,,,,,,,0.915,76.953,0.927,0.082,Singapore,Southeast Asia,6.377,0.043,6.46,6.293,11.488,2.43,1.695,1.019,0.897,0.664,0.176,0.547,1.379,,,,,,
967,,,,,,,,,,,0.257,,2021,,,,,,,,,,,,,,,0.821,63.813,0.869,0.917,Kosovo,Central and Eastern Europe,6.372,0.059,6.487,6.257,9.318,2.43,0.937,0.807,0.483,0.593,0.356,0.014,3.182,,,,,,
968,,,,,,,,,,,-0.124,,2021,,,,,,,,,,,,,,,0.936,69.201,0.766,0.911,Slovakia,Central and Eastern Europe,6.331,0.041,6.411,6.251,10.369,2.43,1.304,1.066,0.653,0.468,0.107,0.018,2.714,,,,,,
969,,,,,,,,,,,-0.071,,2021,,,,,,,,,,,,,,,0.882,66.601,0.804,0.756,Brazil,Latin America and Caribbean,6.33,0.043,6.415,6.245,9.577,2.43,1.028,0.944,0.571,0.514,0.142,0.117,3.015,,,,,,
970,,,,,,,,,,,-0.147,,2021,,,,,,,,,,,,,,,0.831,68.597,0.862,0.799,Mexico,Latin America and Caribbean,6.317,0.053,6.42,6.213,9.859,2.43,1.126,0.83,0.634,0.585,0.092,0.089,2.961,,,,,,
971,,,,,,,,,,,-0.137,,2021,,,,,,,,,,,,,,,0.877,67.5,0.89,0.884,Jamaica,Latin America and Caribbean,6.309,0.156,6.615,6.004,9.186,2.43,0.891,0.932,0.599,0.618,0.099,0.035,3.135,,,,,,
972,,,,,,,,,,,-0.203,,2021,,,,,,,,,,,,,,,0.935,67.906,0.773,0.826,Lithuania,Central and Eastern Europe,6.255,0.045,6.344,6.167,10.499,2.43,1.35,1.065,0.612,0.476,0.056,0.073,2.624,,,,,,
973,,,,,,,,,,,-0.015,,2021,,,,,,,,,,,,,,,0.802,73.898,0.763,0.844,Cyprus,Western Europe,6.223,0.049,6.319,6.128,10.576,2.43,1.377,0.765,0.801,0.464,0.178,0.061,2.578,,,,,,
974,,,,,,,,,,,-0.106,,2021,,,,,,,,,,,,,,,0.941,68.8,0.909,0.527,Estonia,Central and Eastern Europe,6.189,0.038,6.263,6.115,10.481,2.43,1.344,1.079,0.64,0.641,0.119,0.263,2.103,,,,,,
975,,,,,,,,,,,-0.166,,2021,,,,,,,,,,,,,,,0.896,69.652,0.872,0.856,Panama,Latin America and Caribbean,6.18,0.073,6.323,6.036,10.35,2.43,1.298,0.976,0.667,0.596,0.079,0.053,2.509,,,,,,
976,,,,,,,,,,,0.311,,2021,,,,,,,,,,,,,,,0.918,65.255,0.97,0.515,Uzbekistan,Commonwealth of Independent States,6.179,0.068,6.312,6.045,8.836,2.43,0.769,1.027,0.528,0.716,0.391,0.271,2.477,,,,,,
977,,,,,,,,,,,-0.044,,2021,,,,,,,,,,,,,,,0.882,70.0,0.742,0.83,Chile,Latin America and Caribbean,6.172,0.046,6.262,6.081,10.071,2.43,1.2,0.946,0.678,0.438,0.159,0.07,2.682,,,,,,
978,,,,,,,,,,,-0.165,,2021,,,,,,,,,,,,,,,0.898,69.702,0.841,0.735,Poland,Central and Eastern Europe,6.166,0.04,6.245,6.087,10.382,2.43,1.309,0.982,0.668,0.558,0.08,0.13,2.438,,,,,,
979,,,,,,,,,,,-0.069,,2021,,,,,,,,,,,,,,,0.952,65.2,0.853,0.733,Kazakhstan,Commonwealth of Independent States,6.152,0.047,6.243,6.06,10.155,2.43,1.23,1.103,0.527,0.573,0.143,0.132,2.446,,,,,,
980,,,,,,,,,,,-0.219,,2021,,,,,,,,,,,,,,,0.832,67.355,0.845,0.938,Romania,Central and Eastern Europe,6.14,0.057,6.253,6.027,10.284,2.43,1.275,0.832,0.595,0.564,0.045,0.001,2.83,,,,,,
981,,,,,,,,,,,-0.104,,2021,,,,,,,,,,,,,,,0.843,66.9,0.867,0.736,Kuwait,Middle East and North Africa,6.106,0.066,6.235,5.977,10.817,2.43,1.461,0.857,0.58,0.591,0.12,0.13,2.368,,,,,,
982,,,,,,,,,,,0.002,,2021,,,,,,,,,,,,,,,0.873,68.6,0.778,0.835,Serbia,Central and Eastern Europe,6.078,0.053,6.181,5.974,9.787,2.43,1.101,0.924,0.634,0.482,0.189,0.066,2.682,,,,,,
983,,,,,,,,,,,-0.11,,2021,,,,,,,,,,,,,,,0.762,66.402,0.888,0.688,El Salvador,Latin America and Caribbean,6.061,0.065,6.188,5.933,9.054,2.43,0.845,0.675,0.565,0.615,0.116,0.16,3.085,,,,,,
984,,,,,,,,,,,-0.054,,2021,,,,,,,,,,,,,,,0.905,66.701,0.867,0.789,Mauritius,Sub-Saharan Africa,6.049,0.059,6.165,5.933,10.008,2.43,1.178,0.996,0.574,0.59,0.153,0.096,2.462,,,,,,
985,,,,,,,,,,,-0.162,,2021,,,,,,,,,,,,,,,0.927,67.1,0.715,0.8,Latvia,Central and Eastern Europe,6.032,0.036,6.103,5.961,10.315,2.43,1.285,1.047,0.587,0.405,0.082,0.089,2.536,,,,,,
986,,,,,,,,,,,-0.135,,2021,,,,,,,,,,,,,,,0.847,68.001,0.837,0.841,Colombia,Latin America and Caribbean,6.012,0.061,6.132,5.892,9.557,2.43,1.021,0.866,0.615,0.554,0.1,0.063,2.794,,,,,,
987,,,,,,,,,,,-0.186,,2021,,,,,,,,,,,,,,,0.943,68.0,0.755,0.876,Hungary,Central and Eastern Europe,5.992,0.047,6.085,5.899,10.358,2.43,1.301,1.083,0.615,0.454,0.067,0.04,2.432,,,,,,
988,,,,,,,,,,,0.287,,2021,,,,,,,,,,,,,,,0.888,67.401,0.884,0.895,Thailand,Southeast Asia,5.985,0.047,6.077,5.893,9.805,2.43,1.107,0.957,0.596,0.611,0.375,0.028,2.309,,,,,,
989,,,,,,,,,,,0.02,,2021,,,,,,,,,,,,,,,0.864,67.657,0.836,0.664,Nicaragua,Latin America and Caribbean,5.972,0.083,6.134,5.81,8.62,2.43,0.693,0.904,0.604,0.553,0.201,0.176,2.841,,,,,,
990,,,,,,,,,,,-0.258,,2021,,,,,,,,,,,,,,,0.884,75.1,0.796,0.638,Japan,East Asia,5.94,0.04,6.02,5.861,10.611,2.43,1.389,0.949,0.838,0.504,0.02,0.192,2.048,,,,,,
991,,,,,,,,,,,-0.182,,2021,,,,,,,,,,,,,,,0.898,69.0,0.828,0.834,Argentina,Latin America and Caribbean,5.929,0.056,6.04,5.819,9.962,2.43,1.162,0.98,0.646,0.544,0.069,0.067,2.461,,,,,,
992,,,,,,,,,,,-0.244,,2021,,,,,,,,,,,,,,,0.879,72.6,0.892,0.887,Portugal,Western Europe,5.929,0.055,6.037,5.821,10.421,2.43,1.323,0.939,0.76,0.621,0.029,0.033,2.225,,,,,,
993,,,,,,,,,,,0.081,,2021,,,,,,,,,,,,,,,0.812,67.3,0.857,0.809,Honduras,Latin America and Caribbean,5.919,0.082,6.081,5.758,8.648,2.43,0.703,0.787,0.593,0.578,0.241,0.083,2.934,,,,,,
994,,,,,,,,,,,-0.118,,2021,,,,,,,,,,,,,,,0.924,70.799,0.754,0.939,Croatia,Central and Eastern Europe,5.882,0.048,5.975,5.788,10.217,2.43,1.251,1.039,0.703,0.453,0.111,0.0,2.325,,,,,,
995,,,,,,,,,,,-0.097,,2021,,,,,,,,,,,,,,,0.83,62.0,0.917,0.742,Philippines,Southeast Asia,5.88,0.052,5.982,5.778,9.076,2.43,0.853,0.828,0.426,0.651,0.125,0.126,2.872,,,,,,
996,,,,,,,,,,,-0.083,,2021,,,,,,,,,,,,,,,0.799,73.9,0.672,0.727,South Korea,East Asia,5.845,0.042,5.928,5.763,10.651,2.43,1.403,0.758,0.801,0.353,0.134,0.135,2.262,,,,,,
997,,,,,,,,,,,-0.154,,2021,,,,,,,,,,,,,,,0.832,68.25,0.822,0.891,Peru,Latin America and Caribbean,5.84,0.075,5.988,5.692,9.458,2.43,0.986,0.833,0.623,0.536,0.087,0.031,2.744,,,,,,
998,,,,,,,,,,,0.113,,2021,,,,,,,,,,,,,,,0.87,68.098,0.706,0.931,Bosnia and Herzegovina,Central and Eastern Europe,5.813,0.05,5.911,5.715,9.59,2.43,1.032,0.919,0.618,0.395,0.261,0.005,2.583,,,,,,
999,,,,,,,,,,,-0.079,,2021,,,,,,,,,,,,,,,0.857,65.699,0.822,0.918,Moldova,Commonwealth of Independent States,5.766,0.046,5.856,5.677,9.454,2.43,0.985,0.888,0.542,0.536,0.137,0.013,2.665,,,,,,
1000,,,,,,,,,,,-0.124,,2021,,,,,,,,,,,,,,,0.821,68.8,0.842,0.843,Ecuador,Latin America and Caribbean,5.764,0.057,5.875,5.653,9.313,2.43,0.935,0.806,0.64,0.56,0.107,0.062,2.653,,,,,,
1001,,,,,,,,,,,0.119,,2021,,,,,,,,,,,,,,,0.893,64.401,0.935,0.908,Kyrgyzstan,Commonwealth of Independent States,5.744,0.046,5.834,5.653,8.538,2.43,0.665,0.971,0.501,0.673,0.266,0.02,2.648,,,,,,
1002,,,,,,,,,,,-0.288,,2021,,,,,,,,,,,,,,,0.823,72.6,0.582,0.823,Greece,Western Europe,5.723,0.046,5.813,5.632,10.279,2.43,1.273,0.811,0.76,0.243,0.0,0.074,2.561,,,,,,
1003,,,,,,,,,,,-0.077,,2021,,,,,,,,,,,,,,,0.81,63.901,0.875,0.839,Bolivia,Latin America and Caribbean,5.716,0.053,5.819,5.613,9.046,2.43,0.842,0.782,0.486,0.6,0.138,0.064,2.805,,,,,,
1004,,,,,,,,,,,0.116,,2021,,,,,,,,,,,,,,,0.935,62.5,0.708,0.856,Mongolia,East Asia,5.677,0.042,5.76,5.595,9.4,2.43,0.966,1.065,0.442,0.397,0.263,0.053,2.492,,,,,,
1005,,,,,,,,,,,0.028,,2021,,,,,,,,,,,,,,,0.893,65.9,0.876,0.882,Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,,,,,,
1006,,,,,,,,,,,-0.034,,2021,,,,,,,,,,,,,,,0.858,68.699,0.708,0.812,Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,,,,,,
1007,,,,,,,,,,,-0.133,,2021,,,,,,,,,,,,,,,0.853,66.102,0.86,0.714,Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,,,,,,
1008,,,,,,,,,,,0.012,,2021,,,,,,,,,,,,,,,0.82,73.898,0.795,0.626,North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,,,,,,
1009,,,,,,,,,,,-0.18,,2021,,,,,,,,,,,,,,,0.91,66.253,0.65,0.627,Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,,,,,,
1010,,,,,,,,,,,-0.111,,2021,,,,,,,,,,,,,,,0.903,64.703,0.718,0.845,Russia,Commonwealth of Independent States,5.477,0.033,5.541,5.413,10.189,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,,,,,,
1011,,,,,,,,,,,0.067,,2021,,,,,,,,,,,,,,,0.836,76.82,0.717,0.403,Hong Kong S.A.R. of China,East Asia,5.477,0.049,5.573,5.38,11.0,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,,,,,,
1012,,,,,,,,,,,-0.056,,2021,,,,,,,,,,,,,,,0.86,64.281,0.832,0.553,Tajikistan,Commonwealth of Independent States,5.466,0.034,5.532,5.4,8.091,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,,,,,,
1013,,,,,,,,,,,-0.098,,2021,,,,,,,,,,,,,,,0.85,68.034,0.94,0.796,Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,,,,,,
1014,,,,,,,,,,,-0.087,,2021,,,,,,,,,,,,,,,0.827,62.3,0.771,0.667,Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,,,,,,
1015,,,,,,,,,,,0.125,,2021,,,,,,,,,,,,,,,0.817,67.102,0.895,0.839,Malaysia,Southeast Asia,5.384,0.049,5.48,5.289,10.238,2.43,1.259,0.797,0.587,0.624,0.27,0.064,1.784,,,,,,
1016,,,,,,,,,,,0.542,,2021,,,,,,,,,,,,,,,0.811,62.236,0.873,0.867,Indonesia,Southeast Asia,5.345,0.056,5.454,5.235,9.365,2.43,0.954,0.786,0.433,0.598,0.541,0.046,1.987,,,,,,
1017,,,,,,,,,,,-0.068,,2021,,,,,,,,,,,,,,,0.636,58.221,0.695,0.745,Congo (Brazzaville),Sub-Saharan Africa,5.342,0.097,5.533,5.151,8.117,2.43,0.518,0.392,0.307,0.381,0.144,0.124,3.476,,,,,,
1018,,,,,,,,,,,-0.146,,2021,,,,,,,,,,,,,,,0.811,69.593,0.904,0.755,China,East Asia,5.339,0.029,5.397,5.281,9.673,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,,,,,,
1019,,,,,,,,,,,-0.016,,2021,,,,,,,,,,,,,,,0.644,50.114,0.741,0.794,Ivory Coast,Sub-Saharan Africa,5.306,0.078,5.46,5.152,8.551,2.43,0.669,0.409,0.052,0.438,0.177,0.092,3.469,,,,,,
1020,,,,,,,,,,,-0.168,,2021,,,,,,,,,,,,,,,0.799,67.055,0.825,0.629,Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,,,,,,
1021,,,,,,,,,,,0.152,,2021,,,,,,,,,,,,,,,0.774,64.233,0.782,0.727,Nepal,South Asia,5.269,0.07,5.406,5.132,8.12,2.43,0.519,0.702,0.496,0.488,0.287,0.135,2.642,,,,,,
1022,,,,,,,,,,,-0.096,,2021,,,,,,,,,,,,,,,0.931,67.0,0.788,0.932,Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,,,,,,
1023,,,,,,,,,,,0.024,,2021,,,,,,,,,,,,,,,0.913,70.6,0.854,0.825,Maldives,South Asia,5.198,0.072,5.339,5.057,9.826,2.43,1.115,1.015,0.697,0.575,0.204,0.073,1.52,,,,,,
1024,,,,,,,,,,,-0.223,,2021,,,,,,,,,,,,,,,0.836,65.656,0.814,0.506,Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,,,,,,
1025,,,,,,,,,,,0.026,,2021,,,,,,,,,,,,,,,0.71,53.515,0.731,0.848,Cameroon,Sub-Saharan Africa,5.142,0.074,5.288,4.996,8.189,2.43,0.543,0.556,0.159,0.425,0.205,0.058,3.195,,,,,,
1026,,,,,,,,,,,-0.046,,2021,,,,,,,,,,,,,,,0.71,59.802,0.695,0.801,Senegal,Sub-Saharan Africa,5.132,0.068,5.266,4.998,8.118,2.43,0.518,0.558,0.357,0.381,0.158,0.088,3.071,,,,,,
1027,,,,,,,,,,,-0.03,,2021,,,,,,,,,,,,,,,0.697,68.999,0.785,0.901,Albania,Central and Eastern Europe,5.117,0.059,5.234,5.001,9.52,2.43,1.008,0.529,0.646,0.491,0.168,0.024,2.25,,,,,,
1028,,,,,,,,,,,0.038,,2021,,,,,,,,,,,,,,,0.805,65.474,0.751,0.905,North Macedonia,Central and Eastern Europe,5.101,0.051,5.202,5.001,9.693,2.43,1.068,0.772,0.535,0.45,0.212,0.022,2.042,,,,,,
1029,,,,,,,,,,,0.123,,2021,,,,,,,,,,,,,,,0.727,57.586,0.807,0.848,Ghana,Sub-Saharan Africa,5.088,0.067,5.219,4.958,8.58,2.43,0.68,0.595,0.287,0.517,0.268,0.058,2.684,,,,,,
1030,,,,,,,,,,,0.018,,2021,,,,,,,,,,,,,,,0.641,53.78,0.806,0.693,Niger,Sub-Saharan Africa,5.074,0.102,5.273,4.875,7.098,2.43,0.162,0.402,0.167,0.516,0.2,0.157,3.47,,,,,,
1031,,,,,,,,,,,0.273,,2021,,,,,,,,,,,,,,,0.983,62.409,0.877,0.888,Turkmenistan,Commonwealth of Independent States,5.066,0.036,5.136,4.996,9.629,2.43,1.046,1.172,0.439,0.602,0.366,0.033,1.409,,,,,,
1032,,,,,,,,,,,0.424,,2021,,,,,,,,,,,,,,,0.69,55.16,0.697,0.746,Gambia,Sub-Saharan Africa,5.051,0.089,5.225,4.877,7.686,2.43,0.367,0.511,0.21,0.384,0.465,0.123,2.99,,,,,,
